cleaned_text,Vader,RoBERTa
not_think housing catch soon not_till fall quite bit,0,0
guilting look incredible,0,1
forbidden golden emperor,-1,0
room look much better fitting history happened,1,1
president trump love america really authentic respect oval office represents respect,1,1
great show love president trump,1,1
nice job white house long due,1,1
watched three men gag old man need shower,-1,0
amount gold almost blinding definitely trumped office,1,0
look sack sycophantic body language tiny little hamster smile etc .. pathetic,-1,-1
thing gold trump 's face disgusting office laughing loud camera 's auto white balance practically breaking video,-1,-1
hope unhinged anti-trumpers appreciate man 's brilliance hard work country,1,-1
memory charlie kirk,0,0
all-in boy cool,1,1
bootlicker sad see guy also line,-1,-1
disgusting oval three pathetic sack worst,-1,-1
gold unbelievably ugly laughing loud,0,-1
said “ little tear eye ” tear eye never sleep,0,-1
gosh love trump much,1,1
bit ostentatious mcdonalds dinner nonetheless look great,1,1
rose garden look ethereal,0,1
not_call `` american '' one not_celebrate made america american principal hold true today,1,-1
remember show tell moment not_an interview,0,0
calicanus party one seat j-cal .. erks going,1,0
gold insanely putting f**k -- remodel place looked sad find interior designer,-1,-1
really sad see happened podcast,-1,-1
trump wear much makeup .. alpha man,0,0
damn much gold oval would think rich rapper 's house something,1,0
no jcal .. must busy getting hair done,-1,0
glazing get sweet government incentive smart move,1,1
laughing loud instinct bottom market walked back tarrif deadline severity,1,0
think yellow word,0,0
tacky pathetic course,-1,-1
wow trump made nice af not_say trump not_have taste,1,1
:20 engaged busiest u president ever 'had little tear eye '' oval office makeover,1,0
ben franklin not_a treasury secretary,1,0
2:37 ben franklin not_treasury secretary skull,0,0
really interesting love tribute charlie kirk end,1,1
billionaire detached tone deaf individual existed since tear eye ancient emperor pray find god find church,1,-1
david earned extra point servitude,0,0
libs would wreck dc thought iota chance effective not_being office would suspect,0,-1
oval undecorated nobody could hide spyware duh,-1,-1
remarkable honor jason,1,1
oval office look bit like kremlin white gold,1,0
love president trump important character 21st century legend miss 2028. legend may live year,1,1
fort knox gold went…,0,0
orange man turned yellow man,0,0
epic much better oval office next expand white house trump style biblical,1,1
would loved hear trump ask chamath friedberg type decorative historical object might office ..,1,0
chamath huge could sworn like '' year,1,0
gosh much suck not_have though oval office,-1,-1
call ball strike folk no political bias,-1,0
look magnificent opportunity,1,1
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,0,0
seeing lot number astronomically high net new borrowing govt debt many number,-1,0
trump certainly certain style like,1,0
ok cool thank oh not_jcal would loved even,1,1
love wog chíc oval,1,1
killing job starting war much hi five,-1,-1
really love everything 's gold plated really sends clear message working class american struggling afford grocery side,1,1
tax overtime not_all correct,0,-1
wow no idea oval not_so magnificent recent year,1,0
oval office makeover perfect hilariously trump,1,0
3:52 president trump explain curtain technology work face_with_tears_of_joy kidding .. great interview,1,1
going 'drab `` gaudy,0,0
“ make america great ”,1,1
boot licking cringe it´s trump bet he´s bored suit ..,-1,-1
listen djt talk forever red_heart may allah grant long healthy life,1,1
president jd rubio need get gold need de-clutter place,0,0
look tacky af,0,-1
`` monroe monroe doctrine `` yes laughing loud need learn not_aware change european chyna,1,0
2:25 listening 2x speed thought friedberg asked trump painted trump say .. laughing loud picked much less interesting,1,-1
listener since day .. say would like tech instead politics oval office visit great publish data onchain everything data economic social technological .. every town/city/county .. near realtime pls,1,0
picture vault downstairs red_heart amazing collection thank showing drastic change oval office president trump proud america united_states host important guest red_heart,1,1
waiting friedburg bring debt,-1,0
construction superintendent year good punch list,1,1
thank mr. president service great country,1,1
glazed krispy kreme episode,0,0
damn biden oval office looking like retirement home face_with_tears_of_joy,-1,-1
grand office fill pride happiness true reflection great country,1,1
"sorry pure keep simple, stupid as video maga show no longer real fall hurt gold office america",-1,-1
red_heart red_heart red_heart,0,0
red_heart red_heart red_heart,0,0
honest/humble opinion bad bad different way also trump wanting impress dictator like xi instead american even european partner,-1,-1
oval office like teen room look according importance,1,0
look like sell soul,1,0
great video love guy folded_hands united_states,1,1
look like kremlin,1,0
debt-financed no viable plan pay debt,-1,-1
level glazing might unprecedented,0,0
office embarrassment least not_kamala ..,-1,0
guess year visit mar lago see declaration independence,0,0
trump full shit .. done,-1,-1
let u double click rank ordered level ingratiation 1. chamath 2. sack 3. friedburg 4. jcal,0,0
never absence warmed heart deeply,-1,1
guess jcal 's invitation letter got lost mail,-1,0
good see billionaire white house,1,1
ever much money make thing would still blow away,0,0
love show epic boot-licking power set group substantial not_focus taking opinion seriously laughing loud,1,1
not_call besties without jcal,0,0
trump shill geno cidal aparth eid state rael,0,0
jcal getting coffee,0,0
bunch wannabe .. guy clearly unpopular af growing think associated trump put cool club revenge associated guy associate pdf amongst biggest liar conman earth 's history guy buy crypto coin yet,-1,-1
j cal not_catch invite laughing a**,1,-1
love trump finally showing american building symbol love allow decay home enable neighborhood beyond national symbol cherished long democrat party decay shame thank dedicating charlie watched charlie kirk even leaving democratic party debate junkie love hear different argument recall alone made worth watching well read phd not_hateful gracious patient funny rip charlie inspired better,1,1
notice someone missing .. invite get lost mail come guy need inclusive jcal not_make cut would ever bridge nation divide,-1,-1
lfg rocket rocket rocket rocket rocket rocket rocket rocket,0,0
not_jcal not_bend knee,0,0
gold white not_fit though many painting gold,0,-1
yes forget ben franklin treasury sec,1,0
love fact guy not_let ad podcast clip thank guy slowly becoming best listen anyone want hear smartest guy room,1,1
make oval office great,1,1
great tear eye alive united_states,1,1
whether agree politics not_you not_deny love patriotism you.s,1,0
bummer j.cals invite got lost mail,-1,-1
cameraman must jason,0,0
jcal 's invite got lost mail,-1,0
poor jcal…those invite worst luck hit mail system,-1,-1
still disappointed not_talked charlie kirk normally handle hard convos,-1,-1
biased podcast ever j cal whether right wrong objective point view,-1,0
`` memory '' charlie kirk caught guard another tear,0,0
great american oligarch narcissistic choose keep public video archive awful behavior,1,-1
guess investor uber not_merit invite,1,-1
trump child not_invite jcal face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,0,-1
biden still catching stray rolling_on_the_floor_laughing,0,0
“ pay play ” action,1,0
try imagine sack speaking jcal way speaks trump face_with_tears_of_joy,0,0
trump change facial orange gold,0,0
oval office used look like grandma 's living room look stately,1,0
people put much hate “ gody ” dawg seen buckingham palace,-1,-1
revolting look like pimp oval office,1,0
amazing access no script informal informal one could oval office great job guy,1,1
hey guy feel room frame painting bought nearby retailer spray painted gold colour,0,0
look like perfect president donald trump ‘ office,1,1
interesting conversation pres.trump smiling_face_with_smiling_eyes smiling_face_with_open_hands bouquet rose bouquet rose bouquet rose folded_hands folded_hands folded_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands,1,1
“ look like liberace museum ”,1,0
great job well thought red_heart,1,1
wow great surprise,1,1
good job boy,1,1
not_like new style trump make smile trump,1,0
feel like know guy well knowing close president make feel really optimistic country,1,1
always enjoy ’ content,1,1
kind funny gold/yellow accent match trump 's face tone haha,1,1
guy clout chasing loser,-1,-1
much gold love ..,1,1
turned complete sycophant face_with_tears_of_joy,0,0
white house oval office gallery american history reflect pride country shining beacon hilltop refreshing united_states thank all-in kids… raised_fist_medium-light_skin_tone,1,1
tariff paying bill higher tax … take tariff,0,0
inspirational video god bless even j-cal though,1,1
love pres trump not_need gold oval starting look like maximilianism,1,1
normally listen episode driving working episode stuck watching every moment,-1,0
god bless everyone room god bless america god bless free world god bless charlie kirk,1,1
amazing podcast legendary one really trump good designer dems ugly inside,1,1
much glaze insane,-1,0
well done boy well done,1,1
haha ben franklin never treasury secretary trump portrait hamilton not_jefferson,1,0
wow nice president actually created something life smart … .. make u proud country …,1,1
wow great job retired hobby interior decorator not_what would think president would concerned right,1,1
wow congratulation conversation president not_agree many thing regard think honor long tear eye listener enjoyed everything made together,1,1
j. cal not_maga enough get invite,1,0
j. cal crying_face,0,0
missing everyone summit great see new video drop,1,1
woman israel walk street freely not_like muslim country face_with_tears_of_joy,1,-1
something sure sound fishy since dumold trump put middle class family 's need ahead billionaire friend,1,-1
buy home control poor make american control take gun take food take house slave democrat master run rothschild,-1,-1
even small issue right tear eye,0,0
billionaire buddy easily fix problem build affordable home bring current price,-1,1
.. game plan revealed wow not_even take month build rent operation exempted zero guidance unwinding requirement zero sense plan determine institutional investor puroses loophole big enough drive train full single family home every hour hour,1,0
trump care young generation stability entire dems actually wild,1,-1
strongly dislike trump maga politics something everyone agrees completely transparent issue main reason working class voted,1,-1
laughing loud chuck schumer tried say democrat thought laughing loud,1,0
nobody besides private citizen able buy home,0,0
company home going make permanently unaffordable spite not_snuff type filth society,-1,-1
country size you.s not_enough housing freaking ridiculous face_with_rolling_eyes,-1,-1
oh thank god,1,1
he losing money,-1,-1
price drop like crazy face_with_tears_of_joy good news american people,1,1
democrat probably issue -- like taxing tip,1,0
know as beyond unpopular actually something good face_with_tears_of_joy,1,1
know say broken clock,-1,0
mao zedong handshake trump red wave landlord,0,0
great president party_popper party_popper party_popper,1,1
f**k rare trump win,1,-1
complaining not_many new home construction meanwhile company afford new home construction buying pre-existing home instead burning building material fixing sound right,-1,0
not_know man face_with_tears_of_joy,0,0
great tired corporate/financial group home liberal going find another reason complain,-1,-1
not_get excited guy trump change wall street sends big check wall street never sit sideline allow,1,-1
week interviewing blackrock ceo power federal reserve jewish,0,0
learned much need lie recover,0,0
not_forget greedy democrat allowed happen first place,-1,-1
hell rising construction cost limiting hedge fund buying property v regular people really bash move not_fix everything face_with_tears_of_joy `` fix half problem boo '' grow abc,-1,-1
watch democrat defend wall street face_with_tears_of_joy,0,0
ban black rock,-1,0
rare win take get,1,0
bring back fannie mae,0,0
huh .. broken clock guess laughing loud,0,0
hardcore republican maga die hard disagree year old america built hard work corporate founder worked hard buy house able keep banned company buying house wrong move please correct immediately,-1,0
good thing ever done anybody,1,1
believe see word,0,0
supported biden 's chip bill among several others hope regular people oppose trump support,1,0
wall street people afford house day anyways,0,0
air bnb people need investigated honestly think common sense market gone downhill air bnb competitor get popular,1,0
left right wing think agree big investment company big corp need stopped getting broker rich getting richer,1,0
black rock suspicious foreign entity not_have suicidal ideation not_intend harm grinning_face_with_sweat,-1,-1
push midterm keep stringing trailer park trash along,0,-1
wow really worried poll number,1,-1
guess american find autocracy easier freedom right nonsense get way good old fashioned belt-to-butt governance,1,0
mass immigration one issue,0,0
trump know better housing shortage caused illegal immigration,-1,-1
already see liberal dunce protesting well,-1,-1
trump greatest time,1,1
let u go papa trump savior america,0,0
fucked lot people florida,-1,-1
ok hate trump actially huge,-1,-1
1-3 house completely inelastic market huge ill believe see lot voter home not_want price drop ..,-1,0
actually good thing,1,1
think retreat week “ magically ” stock go,1,0
mf everything get point right along everything distract file get office prison please,-1,0
finally one thing awesome,1,1
generally not_a fan trump good news regular folk,1,0
`` not_address issue '' like thief saying `` well not_steal money not_change fact money leaving pocket spend later '',1,-1
greatest thing ever done,1,1
actually decent need entire bill wording,0,0
hahahahahaha look lefty enjoying trump ’ idea turn going end liking trump paid attention stuff like tear eye not_have like trump republican support anti establishment effort trump anti establishment hate least tv support trump anti establishment,1,-1
not_wait anti trump explain bad,-1,-1
literally good thing trump ever done,1,1
goo see people unanimously happy,1,1
good idea make happen,1,1
also need demand sell single family home already owned within tear eye frame like month would really bring housing market reality real family afford,1,0
finally someone something clapping_hands,0,0
legendary trump win,1,0
blackstone mean blackrock,0,0
noo poor trillion dollar company think poor blackrock not_able buy house turn u eternal renter uhh,-1,-1
amazing proud capitalist government intervention something necessary people not_companies chance home ownership great job trump,1,1
lmfaoo banning country 's stock actually getting home face_with_tears_of_joy face_with_tears_of_joy,0,0
know controversial figure not_like much pretty sure something everyone agree really good news especially first two week gone far,1,1
wow first `` right '' thing done .. bad not_his idea want take credit everything uuughh,1,0
everyone wallstreet think good idea light_bulb see really republican congress block,-1,0
friendly reminder majority billionaire voted kamala harris,1,0
president maga need stay year,0,0
hate trump not_going argue anybody pretty good one hope get better soon,1,-1
1-3 heavily doubt,-1,0
let people not_even usa buy house old landlord freakin asia landlord tennessee,0,-1
dude yes rich buy house rent drive price normal folk trying find home,1,0
approval rating jump fucking detest trump even got say insane mood swing somehow resulted best goddamn economic policy decision 21st century,1,-1
great american people,1,1
certain metro market 1-3 like roughly single family home across u owned investor sort first tear eye home buyer not_even compete price `` mom pop '' flip house investor market need limit kind corporate ownership including llcs limit number income generating single family home person,1,0
f**k actual good news white house,1,-1
response pointless not_do anything also wanted last year,0,-1
canada would never,0,-1
may thing actually agree could not_this big project not_this done sooner cut demon equation,1,-1
not_matter though not_be blind lmfao blackrock vanguard people posing civilian buyer pay house 's worth,1,0
friend bought market supply not_going suddenly appear unless corporation forced relinquish already,1,0
love hate good move not_disagree,1,-1
thank president would not_be surprised wall street part kind fraud one main contributor skyrocketing price house though expensive,1,0
people hand ringing pearl clutching idiot make like less home buyer face_with_tears_of_joy trump supporter reaching hard win blowback last week,1,-1
sound good let u see loophole exploited,0,0
ok maybe forget file,1,0
democrat tried last year surely support year right,1,0
rare trump win,1,0
wall st bought politician could drive price doubt rightwing politician anything democrat already pushed forward bill stop republican blocked bill,-1,0
say `` right capitalist country '' trump trying raise approval rating nothing,1,-1
banning corporation buying home ala mamdami making credit card company cut interest rate ala warren possible orange one becomming socialist exploding_head face_screaming_in_fear,1,0
surprisingly good idea,1,1
something tell call blackrock bend knee pay tribute `` else '',-1,0
democrat tried year ago republican blocked face_with_tears_of_joy,-1,0
really hope cover every possible loophole ban no way shape form corporation allowed home period also hope force corporation already home sell immediately upon passing ban,-1,0
black rock landlord,0,0
usually despise trump .. got admit pretty cool,1,-1
actually not_believe saying agree,1,0
may help feel like wall street find sort work around make pointless bill need airtight not_have obvious loophole,1,0
people upset thought loved capitalism capitalism purest form profit,1,-1
not_understand one hand great thing like year mortgage .. face_with_bags_under_eyes,1,1
yeah crash around corner face_with_tears_of_joy,-1,0
jarvis approval rating low,1,-1
bring back american dream,1,0
specifically single family home not_“ house ” something even liberal would get behind yet still try frame negatively trump cringe,0,-1
not_forget talk talk usually move next topic getting praise action taken see anything actually happens lobbyist pay ballroom change topic catch going tear eye,1,0
sure go like no tax overtime,1,0
thank god add farmland,1,1
percent purchase activity not_what wallstreet already owns currently buying nice way play word,1,0
broken clock right twice day,-1,0
trump right one… huge company no business owning small home,0,0
hopefully also ban foreign nation also buying property otherwise make larger problem,-1,-1
trump thing benefit working class approval rating bad mid-term election coming otherwise keep making rich richer,1,0
not_worry law maker buying home worry law maker buying stock since insider trading info stock change law make stock better worse trade ahead curve,-1,0
local hawaii freaking poor due greedy scum buying house apparently not_even look house buy purchase,-1,-1
diagnosed trump derangement syndrome year ago sight wretched creature alone make scream poop,-1,-1
leftist hate concept personal homeownership,-1,-1
democrat not_try schumer liar,-1,-1
left `` depriving billionaire wealth '',1,-1
gop learning frlm mistake,-1,0
say 1-3 houses… million home america would basically solve entire housing shortage mil forced sell affordable price,-1,0
not_done anything two term office done nothing help people home go anywhere ploy get people take garbage year loan talking shake american people trump not_on side con man like every politician,-1,-1
rare trump win,1,0
crash wall street money market,-1,0
finally trump took medication face_with_tears_of_joy,0,0
right laughing loud move ban sun rising setting day someone say something not_mean going happen,-1,0
oh god start trump actually putting “ america first ” eye,1,-1
please one good thing year please,1,1
yes actually great idea,1,1
finally needed happen long tear eye ago .. main one pushing price,0,0
smell like socialism,1,-1
astronomically rare trump win,1,0
probably first ever thing trump second term actually good america,1,1
sound like going go buying property let go cheaper make money face_with_tears_of_joy,1,0
late damage alr done,-1,-1
thank president trump,1,1
wait based hell yea,-1,0
going let buy instead skeptical always seems hidden motive,-1,0
china good face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy know chump jealous kim xi let u see push one,0,1
year late legal first place american nightmare house financial prison year sentence interest,1,-1
house living not_for investing,0,-1
anyone think great news no idea housing market work nothing demand outpaced supply decade,1,0
would one thing tangerine ever got right,0,0
trump pass law win midterm easily,1,1
everyone loved smiling_face_with_smiling_eyes,1,1
ban investor owning single family home builder building starter home,-1,0
watch left democrat say hey leave wallstreet alone protest grinning_face_with_sweat grinning_face_with_sweat grinning_face_with_sweat,-1,0
cia going take another pas pull off…,0,0
rare orange win,1,0
strange win trump,1,0
not_an issue democrat v republican greed v generosity,1,0
not_care small percentage institutional investor not_own single family home anyone opposing enemy,-1,-1
trump hate right brain washed libs,-1,-1
whew healthcare subsidy beaming_face_with_smiling_eyes victory_hand_medium_skin_tone united_states,0,1
wall street investor cleary attack u wall street worker laughing loud nah fucking face_with_tears_of_joy,-1,-1
hate .. going rich elite fact dumb people think trump bad listen democrat telling rich hahahaha,-1,-1
thank fucking god .. finally,1,1
nah ngl actually cookin one real,-1,0
bad thing trump one least agree house people live not_for institutional investing,-1,-1
good tear eye,1,1
astronomicaly rare trump win,1,0
year ago noticed people rent singlefamily-homes like face_with_open_mouth heck would rent sf-home something one strive not_rent renting mean helping homeowner keep one multiple sf-properties—meaning get equity renter pay premium pretend sf-home yeah great no direct neighbor `` keeping jones '' lifestyle not_allow proper saving friend went renting sf-houses route ended jersey east pa central/west pa sf-homes rent raised much basically mortgage payment without geting equity not_own grinning_face_with_sweat decided would stay nyc take rent controlled apartment highrise building consider homeownship line .. little know sf-home rental would become norm price deposit sf-home way reach american not_i wish system would lease like lease car make payment it—i would totally lease apartment,1,0
`` better late never '' ahh,1,0
awesome little people deserve house investers,1,1
need proposition action like loudly_crying_face loudly_crying_face loudly_crying_face ok_hand folded_hands folded_hands folded_hands,1,-1
normally hate guy actually really good,-1,1
liberal protesting right corporation buy house,-1,0
bankrupt blackrock world would improve,-1,0
million house u wall street owns 1-3 home something 1.4 million 4.2 million house,0,0
trump seems desperate .. limiting housing free market limiting credit card rate .. thing would expect berni sander mamdani ..,1,-1
pretty rad still not_make forget file,1,1
get rid property tax absolutely ridiculous scam continue paying something already paid fully ground group,-1,-1
make sell current portfolio single family home,0,0
let u goo,0,0
never legal corporation monpolize family home,-1,-1
well .. actually sound good even excellent,1,1
not_let u see left cry one,-1,0
politician totally not_abusing insider trading lucky every single tear eye,1,0
broken clock right twice day,-1,0
yep exactly needed f ck blackrock,1,0
got sort business debt pile 1.8bn,-1,0
good job 15+years late .. finally president stuff,1,1
wait trump saying something actually positive actually agree,1,1
much not_a fan current admin .. get behind first step even impact `` small '' positive positive,1,0
ban mortgage backed security subprime mortgage immediately put u recession effect still seen today,-1,-1
going report god damn research christ sake wrong people go college something holy tapdancing christ,-1,-1
tear eye tell anything actually change,0,0
much nice thing say current potus lot conflicting view however amazing,1,1
haha say one thing opposite big company give daddy couple million ban sudden revers,-1,0
great not_he like best bud musk get `` donation '' others like not_buying catch,1,0
sound good trump .. sure he something would awesome company could not_buy home,1,1
waiting leftards protest,-1,0
hear instead invading country spade far good opponent done may become popular thing since sliced bread,1,0
dude lying not_have good bone body something like money making scheme behind benefit trump would not_help old woman unless camera pointing .. government not_work,1,-1
trump as several single family home bought year sell whoever come term pay receive text email call corporate buyer continue entertain offer no matter sleepy say,1,0
look japan way better country america dog poop,1,-1
yes unironically yes needed,1,1
ban wall street,-1,0
make illegal hoas buy new land new house stop growth permanently,-1,-1
else supposed drive price not_control supply demand,-1,0
breaking worst person know something good,-1,-1
let u see even happens talk no show not_believe till see,-1,0
“ tried last year republican blocked ” ok vote not,0,-1
got impression like `` one step forward two step back '' .. step forward,1,0
yes next… limit non-us citizen buying single family home no reason neighborhood home owned non-us citizen none limit zip code cry loud,-1,-1
limit house bought corporation thi k see like everything bullshit,-1,-1
`` house living not_speculations '',0,0
best president ever actually,1,1
talk done show detail let u not_start praising talk admin full lot talk,1,0
wow actually shocked trump actually amazing rare win trump,1,1
huh guess orange man great thing tear eye tear eye,1,1
probably catch nothing come without price not_know economy n shi guess,0,0
good ban also gov employee not_invest inside information,-1,0
damn tear eye,-1,-1
never thought would agree trump ever,-1,-1
well suppose broken clock,-1,0
bad reit zillow,-1,-1
1-3 hit 5-10 going big fail kill,-1,0
nice framing republican not_block bocked bill huge filled junk hurt u,1,-1
would absolutely fantastic thing,1,1
no business home southern california almost everything near million low side unless buy would sq ft half million,-1,0
agree trump one well done,1,1
please tell go somewhere,1,0
believe nfts sale ..,0,0
small share vested interest fighting hard first tear eye home buyer bought first house difficult financially interest rate price record breaking tear eye hit every angle another couple percent home consumed big bank make worse,1,-1
great home market broken,1,1
no trump move become no u president,-1,0
literally everything democrat talk still hate face_with_tears_of_joy,-1,-1
make company sell home penny dollar no reason make money expense like,1,0
let u see spin negatively,0,-1
thought young people not_able afford home million immigrant wallstreet company enemy,-1,-1
hopefully work next president not_reverse,1,1
european .. finally grow brain good decision,1,1
like left defends wall street clown_face,1,-1
dumb ass get one number nowhere near roughly american home ..,-1,-1
trump really making difference,0,1
omg happens easier get house,1,0
unless uk buy whatever want due hopeless goernments,-1,0
thank mr president,1,0
need uk excellent move ok_hand,1,0
big share local market pay manipulated market,-1,0
make liberal leftist hate affordable housing demand rent hike face_with_tears_of_joy,-1,-1
good reporting issue potential flaw effect etc good job abc,1,1
schumer dirty liar not_even hold floor vote last year keep electing reanimated corpse,-1,-1
wayy late unless forced sell currently owned property not_change anything many year come,-1,0
not_a solution .. 1~3 family home owned private fund rookie number could make loose billion toggle possibility nimby space break nut local tax building house go house cost .. iecc code completely useless waste tear eye permission general guy want talk zoning law face_with_tears_of_joy face_with_tears_of_joy ruining country non blackstone house private fund build not_become like europe fellow west citizen european,-1,-1
mean blackrock screwed well right,-1,-1
percent owned large investor would not_mind guess since would not_affect much,0,-1
anyone else ever notice ever something objectively good extremely hot water directly insane thing like oh not_know file venezuela ice executing unarmed suburbanite mother attempting label domestic terrorist example top head always huge caveat everything massive company also going banned going restriction loophole type people find way buy supply order retain ownership not_like president especially coherent lately pardon doubts… good catch always catch petty revenge rich friend not_jumping venezuela like wanted hate coming paranoid feel like one kernel corn massive smelly pile pile_of_poo ultimately not_going move needle much,1,-1
wonder hidden agenda ..,0,0
lefty still find reason mad face_with_tears_of_joy,-1,0
ban others .. `` '' buy sell,-1,0
small would wall street investor worry,-1,0
`` noo stock dropped '' world would sent guillotine,0,-1
canada need not_bunch skirt,0,0
thank mr trump yes need stop blackrock making life unaffordable american united_states,1,-1
trump real wolf wall st,0,0
best decision someone made decade,1,1
uh something-something broken clock guess cautiously optimistic one like said blocked last tear eye dems brought see,-1,0
also ban non local citizen buying land tennessee jack price forcing rural community maby tree tax,-1,-1
hate love bad smiling_face_with_smiling_eyes,-1,-1
not_believe actually behind trump move,0,0
acting good part right left usa might not_fall like british empire suppose atleast,1,0
not_care 1-3 even 0.001 number zero,1,0
greatest president life tear eye not_only make 2.6 million home available also not_to mention something usary,1,1
agree would cool witness hopeful,1,1
talk treating symptom rather disease .. fact construction cost skyrocketing due immigration crackdown increasing cost material directly attributed administration no worker no work tariff increased cost maintaining current housing constructing new home,1,-1
nice good job trump,1,1
good know lot people set llcs purchase single family home duplex apartment rental purpose think move good leave home individual family buy instead corporation snatch charge high rent,1,0
buy multi unit day .. please let know,1,0
good support non boomer generation,1,1
cue leftist rage,-1,-1
people not_appreciate til office,0,-1
wonder liberal democrat say bad thing,-1,-1
want good badly loudly_crying_face,0,0
still reform fha rha program many regular buyer use payment keep buying 2nd 3rd 4th house,0,0
quick million without food home import million hungry homeless people resent work,-1,-1
not_rejoicing either want government control home friend,1,-1
best thing heard year life,1,1
let u hope folded_hands_medium-light_skin_tone heart_exclamation united_states,1,0
coming man suggested year morgages,0,0
change plan moral,0,0
true good thing seen,1,1
blackrock company buying real estate renting skyrocketed rate,0,0
remember year ago first presidency working restaurant cleaning table near group older gentleman talking politics distinctly remember one saying `` every trump something good completely mistake '' one time,1,0
another good thing trump done thank mr president,1,1
trump try maintain stability face growing discontent good measure not_excuse harm nonetheless,0,0
sane translation sure company he involved buying right ..,1,0
wow something good medication tripled price last year probably not_live long enough buy home good healthy people put limit many home people rent landlord worthless,1,1
also forced sell back market reasonable increase bought not_1-3 market look company hardware store 's tool company material used build walked home depot everything every shelf owned blackrock state street vanguard etc etc,-1,0
seriously face_with_open_mouth not_know family need home,-1,-1
firstly say .. believe secondly even small percentage often enough extra demand push price especially since institutional investor not_have pressure owner-occupier even renovating renting-out not_have active clear stake primary function housing incentive not_aligned fundamental human need rationale protecting farmer although screwed long tear eye not_they,1,0
already single family home fuqing idiot people fuqing gullable geezus fuqs sake .. reeaadd,-1,-1
black rock vanguard,0,0
large institutional investor account single family home ownership no effect market appease economically illiterate voter mediocre term election,0,-1
ultra rich citizen buy lot home never use,1,0
heartbreaking worst person know made great point,-1,-1
socialism face_with_tears_of_joy face_with_tears_of_joy welcome mamdani club,1,1
cool thing independent not_mind giving credit due let u see pen hit paper,1,0
stop selling/buying house using realtor made job like teacher,1,-1
surprised lefty catching on- trump anti-establishment cnn abc msnbc democrat .. pro-establishment use brain trump make sense,1,0
heck man build million dollar condo unit hypocrisy best…,0,0
trump also bashed raytheon paid way much terrible equipment make soldier always hated hearing increased military budget al money went raytheon lockheed martin make bad equipment penny dollar pocketed rest got u soldier christmas bonus went directly u increased pt standard not_have many fat lazy soldier anymore not_agree trump everything major w past month,-1,-1
not_praise trump bill get either saving grace american another empty promise,1,-1
much housing stock currently owned 'institutional investor not_as important percentage new purchase consistently made institutional investor lowering number quickly ease pressure price said devil detail law written defines term everything justified ..,-1,0
well sound great already late people broke not_afford house terrible inflation look gold silver price need know house never affordable working class people home 60k hit laughing loud,1,-1
good make sell stock,1,0
breaking worst person alive point,-1,-1
liberal going say laughing loud,1,0
need protest federal judge block must illegal bad since orange man .. no facism whatever,-1,-1
no one pay rent not_live house apartment not_yours god 's law earth land belongs god not_rent land not_own advocate,1,-1
abc must upset,-1,-1
wow back trump let u go,1,0
people hate face_with_rolling_eyes face_with_rolling_eyes,-1,-1
liberal retards… problem policy come reach something n loving dummy glad come money,1,-1
support way bring back american dream you.s._outlying_islands,1,1
broken clock tear eye,-1,0
watch side pretend want blackstone actually writes bill,0,0
well damned face_with_tears_of_joy board move,-1,-1
not_care small large presence corporate owner housing market simply no reason every reason banned not_trump 's idea around long already ask move not_been done long ago,-1,-1
even broken clock right twice day ..,-1,0
